202109|1|1|1|15200.0|0|0|0|15200.0|2774.0|25.0|2799.0|12401.0
202109|2|2|2|1000.0|0|0|0|1000.0|182.5|0|182.5|817.5
202109|3|1|1|500.0|0|0|0|500.0|91.25|0|91.25|408.75
202109|4|1|1|1500.0|0|0|0|1500.0|273.75|0|273.75|1226.25
202109|5|1|1|1800.0|0|0|0|1800.0|328.5|0|328.5|1471.5
202109|6|1|1|1700.0|0|0|0|1700.0|310.25|0|310.25|1389.75
202109|1|1|1|15200.0|0|0|0|15200.0|2774.0|25.0|2799.0|12401.0
202109|2|2|2|1000.0|0|0|0|1000.0|182.5|0|182.5|817.5
202109|3|1|1|500.0|0|0|0|500.0|91.25|0|91.25|408.75
202109|4|1|1|1500.0|0|0|0|1500.0|273.75|0|273.75|1226.25
202109|5|1|1|1800.0|0|0|0|1800.0|328.5|0|328.5|1471.5
202109|6|1|1|1700.0|0|0|0|1700.0|310.25|0|310.25|1389.75
202105|1|1|1|15200.0|0|0|0|15200.0|2774.0|0|2774.0|12426.0
202105|2|2|2|1000.0|0|0|0|1000.0|182.5|0|182.5|817.5
202105|3|1|1|500.0|0|0|0|500.0|91.25|0|91.25|408.75
202105|4|1|1|1500.0|0|0|0|1500.0|273.75|0|273.75|1226.25
202105|5|1|1|1800.0|0|0|0|1800.0|328.5|0|328.5|1471.5
202105|6|1|1|1700.0|0|0|0|1700.0|310.25|0|310.25|1389.75
202109|1|1|1|15200.0|0|0|0|15200.0|2774.0|25.0|2799.0|12401.0
202109|2|2|2|1000.0|0|0|0|1000.0|182.5|0|182.5|817.5
202109|3|1|1|500.0|0|0|0|500.0|91.25|0|91.25|408.75
202109|4|1|1|1500.0|0|0|0|1500.0|273.75|0|273.75|1226.25
202109|5|1|1|1800.0|0|0|0|1800.0|328.5|0|328.5|1471.5
202109|6|1|1|1700.0|0|0|0|1700.0|310.25|0|310.25|1389.75
202109|1|1|1|15200.0|0|0|0|15200.0|2774.0|25.0|2799.0|12401.0
202109|2|2|2|1000.0|0|0|0|1000.0|182.5|0|182.5|817.5
202109|3|1|1|500.0|0|0|0|500.0|91.25|0|91.25|408.75
202109|4|1|1|1500.0|0|0|0|1500.0|273.75|0|273.75|1226.25
202109|5|1|1|1800.0|0|0|0|1800.0|328.5|0|328.5|1471.5
202109|6|1|1|1700.0|0|0|0|1700.0|310.25|0|310.25|1389.75
202107|1|1|1|15200.0|0|0|0|15200.0|2774.0|0|2774.0|12426.0
202107|2|2|2|1000.0|0|0|0|1000.0|182.5|0|182.5|817.5
202107|3|1|1|500.0|0|0|0|500.0|91.25|0|91.25|408.75
202107|4|1|1|1500.0|0|0|0|1500.0|273.75|0|273.75|1226.25
202107|5|1|1|1800.0|0|0|0|1800.0|328.5|0|328.5|1471.5
202107|6|1|1|1700.0|0|0|0|1700.0|310.25|0|310.25|1389.75
202106|1|1|1|15200.0|0|0|0|15200.0|2774.0|0|2774.0|12426.0
202106|2|2|2|1000.0|0|0|0|1000.0|182.5|0|182.5|817.5
202106|3|1|1|500.0|0|0|0|500.0|91.25|0|91.25|408.75
202106|4|1|1|1500.0|0|0|0|1500.0|273.75|0|273.75|1226.25
202106|5|1|1|1800.0|0|0|0|1800.0|328.5|0|328.5|1471.5
202106|6|1|1|1700.0|0|0|0|1700.0|310.25|0|310.25|1389.75
202108|1|1|1|15200.0|0|0|0|15200.0|2774.0|0|2774.0|12426.0
202108|2|2|2|1000.0|0|0|0|1000.0|182.5|0|182.5|817.5
202108|3|1|1|500.0|0|0|0|500.0|91.25|0|91.25|408.75
202108|4|1|1|1500.0|0|0|0|1500.0|273.75|0|273.75|1226.25
202108|5|1|1|1800.0|0|0|0|1800.0|328.5|0|328.5|1471.5
202108|6|1|1|1700.0|0|0|0|1700.0|310.25|0|310.25|1389.75
202109|1|1|1|15200.0|0|1220|0|16420.0|2774.0|25.0|2799.0|13621.0
202109|2|2|2|1000.0|0|1220|0|2220.0|182.5|0|182.5|2037.5
202109|3|1|1|500.0|0|1220|0|1720.0|91.25|0|91.25|1628.75
202109|4|1|1|1500.0|0|1220|0|2720.0|273.75|0|273.75|2446.25
202109|5|1|1|1800.0|0|1220|0|3020.0|328.5|0|328.5|2691.5
202109|6|1|1|1700.0|0|1220|0|2920.0|310.25|0|310.25|2609.75
202109|A1|1|1|1500.0|0|0|195.0|1695.0|273.75|25.0|298.75|1396.25
202109|A2|1|0|1800.0|0|0|234.0|2034.0|328.5|40.0|368.5|1665.5
202109|A1|1|1|1500.0|0|0|195.0|1695.0|273.75|25.0|298.75|1396.25
202109|A2|1|0|1800.0|0|0|234.0|2034.0|328.5|40.0|368.5|1665.5
202109|A3|1|0|1800.0|0|0|234.0|2034.0|328.5|0|328.5|1705.5
202108|A1|1|1|1500.0|0|0|195.0|1695.0|273.75|25.0|298.75|1396.25
202108|A2|1|0|1800.0|0|0|234.0|2034.0|328.5|0|328.5|1705.5
202108|A3|1|0|1800.0|0|0|234.0|2034.0|328.5|0|328.5|1705.5
202108|A4|1|1|1500.0|0|0|195.0|1695.0|273.75|0|273.75|1421.25
202108|A5|1|1|1500.0|0|0|195.0|1695.0|273.75|0|273.75|1421.25
202108|A6|4|3|1500.0|0|0|195.0|1695.0|273.75|0|273.75|1421.25
202108|A7|1|0|500.89|0|0|65.12|566.01|91.41|0|91.41|474.6
